urdu_text,phonemes,ipa,is_valid,attempts
اسٹارمونٹ,s t ɑː r m ʊ n t,/stɑːrˈmʊnt/,True,1
اسٹارنگ,s t ɑː r ŋ,/stɑːrŋ/,True,1
اسٹاروارڈ,s t ɑː r w ɚ d,/stɑːrˈwɜrd/,True,1
اسٹارویڑنگ,s t ɑː r v iː ɖ ɪ ŋ,/stɑːrvˈiːɖɪŋ/,True,1
اسٹارویڑنگز,s t ɑː r v iː ɖ ɪ ŋ z,/stɑːrvˈiːɖɪŋz/,True,1
اسٹارٹ,s t ɑː r t,/stɑːrt/,True,1
اسٹارٹاؤن,s t ɑː r t aʊ n,/stɑːrˈtaʊn/,True,1
اسٹارٹر,s t ɑː r t ɚ,/stɑːrˈtər/,True,1
اسٹارٹرام,s t ɑː r t r æ m,/stɑːrˈtræm/,True,1
اسٹارٹرم,s t ɑː r t ɚ m,/stɑːrˈtɚm/,True,1
اسٹارٹس,s t ɑː r t s,/stɑːrts/,True,1
اسٹارٹلنگ,s t ɑː r t l i ŋ,/stɑːrtlɪŋ/,True,1
اسٹارٹنگ,s t ɑː r t ɪ ŋ,/stɑːrtɪŋ/,True,1
اسٹارٹیک,s t ɑː r t e k,/stɑːrˈteɪk/,True,1
اسٹارچ,s t ɑː r t͡ʃ,/stɑːrtʃ/,True,1
اسٹارڈسٹ,s t ɑː r d s t,/stɑːrdst/,True,1
اسٹارڈکٹ,s t ɑː r d k t,/stɑːrdkət/,True,1
اسٹارک,s t ɑː r k,/stɑːrk/,True,1
اسٹارکواٹر,s t ɑː r k w oː t ɚ,/stɑːrkˈwɔtər/,True,1
اسٹارگیزر,s t ɑː r g i z ɚ,/stɑːrˈgɪzɚ/,True,1
اسٹارگیٹ,s t ɑː r g i t,/stɑːrˈgɪt/,True,1
اسٹاریا,s t ɑː r i a,/stɑːrˈjɑː/,True,1
اسٹارے,s t ɑː r e,/stɑːˈre/,True,1
اسٹاس,s t ɑː s,/stɑːs/,True,1
اسٹاسس,s t ɑː s ɪ s,/stɑːsɪs/,True,1
اسٹاسی,s t ɑː s i,/stɑːsi/,True,1
اسٹاشیف,s t ɑː ʃ i f,/stɑːʃɪf/,True,1
اسٹاف,s t ɑː f,/stɑːf/,True,1
اسٹافائلوکوکس,s t ɑː f aɪ l oː k ɒ ks,/stɑːfaɪloːkɒks/,True,1
اسٹافرل,s t ɑː f ɚ l,/stɑːfərl/,True,1
اسٹافل,s t ɑː f l,/stɑːfl/,True,1
اسٹافنگ,s t ɑː f ɪ ŋ,/stɑːfɪŋ/,True,1
اسٹافورڈ,s t ɑː f ɔː r d,/stɑːrfɔːrd/,True,1
اسٹافڈ,s t ɑː f d,/stɑːfəd/,True,1
اسٹافیلوکوکل,s t ɑː f i l oː k ɒ k əl,/stɑːfɪloːkɒkəl/,True,1
اسٹال,s t ɑː l,/stɑːl/,True,1
اسٹالرز,s t ɑː r l ɚ z,/stɑːrlɚz/,True,1
اسٹالرک,s t ɑː r l k,/stɑːrlk/,True,1
اسٹالز,s t ɑː l z,/stɑːlz/,True,1
اسٹالمن,s t ɑː l m ɪ n,/stɑːlmɪn/,True,1
اسٹالن,s t ɑː l ɪ n,/stɑːlɪn/,True,1
اسٹالنگ,s t ɑː l ɪ ŋ,/stɑːlɪŋ/,True,1
اسٹالورکے,s t ɑː l ɚ k e,/stɑːlrke/,True,1
اسٹالون,s t ɑː l o n,/stɑːlon/,True,1
اسٹالِن,s t ɑː l ɪ n,/stɑːlɪn/,True,1
اسٹالکر,s t ɑː l k ɚ,/stɑːlkr/,True,1
اسٹالکرز,s t ɑː l k ɚ z,/stɑːlkrz/,True,1
اسٹالکنگ,s t ɑː l k ɪ ŋ,/stɑːlkɪŋ/,True,1
اسٹالکین,s t ɑː l k ɪ n,/stɑːlkɪn/,True,1
اسٹالہ,s t ɑː l a,/stɑːlɑ/,True,1
اسٹالین,s t ɑː l ɪ n,/stɑːlɪn/,True,1
اسٹالینہاگ,s t ɑː l i n h a g,/stɑːlɪn hɑːg/,True,1
اسٹالینہگ,ɛ s t ɑː l ɪ n ə ɦ,/ˈɛs.tɑː.lɪ.nəɦ/,True,1
اسٹالیکٹائٹ,ɛ s t ɑː l i k t ɑː ɪ t,/ˈɛs.tɑː.lɪk.tɑːɪt/,True,1
اسٹام,ɛ s t ɑː m,/ˈɛs.tɑːm/,True,1
اسٹاموس,ɛ s t ɑː m u s,/ˈɛs.tɑː.mʊs/,True,1
اسٹامپ,ɛ s t ɑː m p,/ˈɛs.tɑːmp/,True,1
اسٹامپر,ɛ s t ɑː m p ɚ,/ˈɛs.tɑːmpɚ/,True,1
اسٹامپس,ɛ s t ɑː m p s,/ˈɛs.tɑːmps/,True,1
اسٹامپڈ,ɛ s t ɑː m p d,/ˈɛs.tɑːmpt/,True,1
اسٹان,ɛ s t ɑː n,/ˈɛs.tɑːn/,True,1
اسٹانا,ɛ s t ɑː n ɑː,/ˈɛs.tɑː.nɑː/,True,1
اسٹانسرہورن,ɛ s t ɑː n s ɚ ɦ ɔː r n,/ˈɛs.tɑːn.sɚ.ˈɦɔːr.n/,True,1
اسٹانسلاو,ɛ s t ɑː n s l ɑː ʊ,/ˈɛs.tɑːn.slɑːv/,True,1
اسٹانلی,ɛ s t ɑː n l i,/ˈɛs.tɑːn.li/,True,1
اسٹانو,ɛ s t ɑː n o,/ˈɛs.tɑː.no/,True,1
اسٹانی,ɛ s t ɑː n i,/ˈɛs.tɑː.ni/,True,1
اسٹانیساسلاو,ɛ s t ɑː n i s ɑː s l ɑː v,/ˈɛs.tɑː.niˌsɑː.s.lɑːv/,True,1
اسٹانیساوا,ɛ s t ɑː n i s ɑː v ɑː,/ˈɛs.tɑː.ni.sɑː.vɑː/,True,1
اسٹانیسلاو,ɛ s t ɑː n i s l ɑː v,/ˈɛs.tɑː.ni.slɑːv/,True,1
اسٹانیشیووسکی,ɛ s t ɑː n i ʃ uː oː s k i,/ˈɛs.tɑː.nɪ.ʃuː.ɔːs.ki/,True,1
اسٹانیوسلاوسکی,ɛ s t ɑː n i uː s l ɑː ʊ s k i,/ˈɛs.tɑː.nɪ.ʊs.lɑː.ɔːs.ki/,True,1
اسٹانیژیشسکی,ɛ s t ɑː n i ʒ ɪ ʃ s k i,/ˈɛs.tɑː.ni.ʒɪ.ʃʃ.ki/,True,1
اسٹاوئنگ,ɛ s t ɑː uː ɪ n g,/ˈɛs.tɑː.uː.ɪŋ/,True,1
اسٹاوزنز,ɛ s t ɑː v z n s,/ˈɛs.tɑː.vzns/,True,1
اسٹاوسکی,ɛ s t ɑː uː s k i,/ˈɛs.tɑː.uːs.ki/,True,1
اسٹاون,ɛ s t ɑː w n,/ˈɛs.tɑːw n/,True,1
اسٹاوڈنگر,ɛ s t ɑː w d ɚ,/ˈɛs.tɑː.wd.ɚ/,True,1
اسٹاٹ,ɛ s t ɑː t,/ˈɛs.tɑːt/,True,1
اسٹاٹر,ɛ s t ɑː t ɚ,/ˈɛs.tɑːtɚ/,True,1
اسٹاٹروں,ɛ s t ɑː t ɚ ɾ o,/ˈɛs.tɑːtɚ.ɾo/,True,1
اسٹاٹس,ɛ s t ɑː t s,/ˈɛs.tɑːts/,True,1
اسٹاٹسٹکس,ɛ s t ɑː t s t ɪ k s,/ˈɛs.tɑːts.tɪks/,True,1
اسٹاٹسٹکل,ɛ s t ɑː t s t k ɑː l,/ˈɛs.tɑːts.tɪ.kəl/,True,1
اسٹاٹن,ɛ s t ɑː t n,/ˈɛs.tɑːt n/,True,1
اسٹاٹک,ɛ s t ɑː t k,/ˈɛs.tɑːtk/,True,1
اسٹاٹیسٹکس,ɛ s t ɑː t ɪ s t k s,/ˈɛs.tɑː.tɪs.tɪks/,True,1
اسٹاٹین,ɛ s t ɑː t i n,/ˈɛs.tɑː.tiːn/,True,1
اسٹاٹیک,ɛ s t ɑː t ɪ k,/ˈɛs.tɑː.tɪk/,True,1
اسٹاپ,ɛ s t ɑː p,/ˈɛs.tɑːp/,True,1
اسٹاپارڈ,ɛ s t ɑː p ɑː r d,/ˈɛs.tɑːpɑːrd/,True,1
اسٹاپر,ɛ s t ɑː p ɚ,/ˈɛs.tɑːpɚ/,True,1
اسٹاپز,ɛ s t ɑː p s,/ˈɛs.tɑːps/,True,1
اسٹاپس,ɛ s t ɑː p s,/ˈɛs.tɑːps/,True,1
اسٹاپل,ɛ s t ɑː p l,/ˈɛs.tɑːpl/,True,1
اسٹاپلاگ,ɛ s t ɑː p l ɑː g,/ˈɛs.tɑː.plɑːg/,True,1
اسٹاپلس,ɛ s t ɑː p l ʊ s,/ˈɛs.tɑː.plʊs/,True,1
اسٹاپنگ,ɛ s t ɑː p ɪ ŋ,/ˈɛs.tɑː.pɪŋ/,True,1
اسٹاپو,ɛ s t ɑː p o,/ˈɛs.tɑːpo/,True,1
اسٹاپڈ,ɛ s t ɑː p d,/ˈɛs.tɑːp.t/,True,1
اسٹاپیئس,ɛ s t ɑː p j i e s,/ˈɛs.tɑːp.jiːəs/,True,1
اسٹاپیس,ɛ s t ɑː p i s,/ˈɛs.tɑːpis/,True,1
اسٹاپیڈیئس,ɛ s t ɑː p j ɪ d iː ɪ s,/ˈɛs.tɑːp.jɪ.diːəs/,True,1
اسٹاپیڈیئیس,ɛ s t ɑː p j ɪ d iː ɑː s,/ˈɛs.tɑːp.jɪ.diːɑːs/,True,1
اسٹاپیڈیس,ɛ s t ɑː p i d i s,/ˈɛs.tɑː.pidɪs/,True,1
اسٹاپیڈیوس,ɛ s t ɑː p j ɪ d i o ʊ s,/ˈɛs.tɑːp.jɪ.di.ʊs/,True,1
اسٹاچیو,ɛ s t ɑː t͡ʃ i o,/ˈɛs.tɑː.t͡ʃi.o/,True,1
اسٹاچیوز,ɛ s t ɑː t͡ʃ i o z,/ˈɛs.tɑː.t͡ʃi.oz/,True,1
اسٹاڈر,ɛ s t ɑː d ɚ,/ˈɛs.tɑː.dɚ/,True,1
اسٹاڈٹر,ɛ s t ɑː d ɚ t ɚ,/ˈɛs.tɑː.dɚ.tɚ/,True,1
اسٹاڈٹینو,ɛ s t ɑː d t ɪ n o,/ˈɛs.tɑː.d.tɪ.no/,True,1
اسٹاک,ɛ s t ɑː k,/ˈɛs.tɑːk/,True,1
اسٹاکاستک,ɛ s t ɑː k ɑː s t ɪ k,/ˈɛs.tɑː.kɑː.stɪk/,True,1
اسٹاکاسٹک,ɛ s t ɑː k ɑː s t ɪ k,/ˈɛs.tɑː.kɑː.stɪk/,True,1
اسٹاکز,ɛ s t ɑː k z,/ˈɛs.tɑːkz/,True,1
اسٹاکس,ɛ s t ɑː k s,/ˈɛs.tɑːks/,True,1
اسٹاکسٹک,ɛ s t ɑː k s t ɪ k,/ˈɛs.tɑːk.stɪk/,True,1
اسٹاکسینتھین,s t ɑː k s e n t h ɪ n,/stɑːksenˈt͡ʃiːn/,True,1
اسٹاکمائیئر,s t ɑː k m aː ɪ j ɪ r,/stɑːkmaːˈjɪər/,True,1
اسٹاکمایر,s t ɑː k m aː j r,/stɑːkmɑːˈjər/,True,1
اسٹاکنگ,s t ɑː k ɪ ŋ,/stɑːkɪŋ/,True,1
اسٹاکٹن,s t ɑː k t ʊ n,/stɑːktʊn/,True,1
اسٹاکٹون,s t ɑː k t ɒ n,/stɑːktɒn/,True,1
اسٹاکڈ,s t ɑː k d,/stɑːkəd/,True,1
اسٹاکڈیل,s t ɑː k d ɪ l,/stɑːkdɪl/,True,1
اسٹاکہاؤزن,s t ɑː k aː h aʊ z ə n,/stɑːkaːhaʊzən/,True,1
اسٹاکہوم,s t ɑː k aː h u m,/stɑːkaːhʊm/,True,1
اسٹاکی,s t ɑː k iː,/stɑːkiː/,True,1
اسٹاکیس,s t ɑː k i s,/stɑːkis/,True,1
اسٹاکیسٹک,s t ɑː k i s t ɪ k,/stɑːkɪstɪk/,True,1
اسٹاکیمےئر,s t ɑː k i m eː j ɪ r,/stɑːkɪmeːjɪr/,True,1
اسٹاگرڈ,s t ɑː g ɚ d,/stɑːgərd/,True,1
اسٹاگیرہ,s t ɑː g eː r a,/stɑːgɛːra/,True,1
اسٹاگینڈینز,s t ɑː g e n d i n z,/stɑːgɛndinz/,True,1
اسٹاہل,s t aː h l,/stɑhɪl/,True,1
اسٹایاناکس,s t aɪ j a n a k s,/stajaːnaks/,True,1
اسٹایل,s t aɪ l,/staɪl/,True,1
اسٹب,s t a b,/stəb/,True,1
اسٹبز,s t a b z,/stəbz/,True,1
اسٹبس,s t a p s,/stɑːbps/,True,1
اسٹبل,s t ə b l,/stəbəl/,True,1
اسٹبلشمنٹ,s t ə b l ʃ m ə n t,/stəbliʃmənt/,True,1
اسٹبلیزیشن,s t ə b l ɪ z eɪ ʃ ə n,/stəbliˈzeɪʃən/,True,1
اسٹج,s t ɪ d͡ʒ,/stɪʒ/,True,1
اسٹجز,s t ɪ d͡ʒ ɪ z,/stɪdʒɪz/,True,1
اسٹر,ɪ s t ɹ,/ˈɪstɹ/,True,1
اسٹرا,s t ɹ ɑː,/strɑː/,True,1
اسٹراؤس,ɪ s t ɹ aʊ s,/ˈɪstrɑʊs/,True,1
اسٹراؤسمان,ɪ s t ɹ a ʊ s m ɑː n,/ˈɪstraʊsmɑːn/,True,1
اسٹرائم,ɪ s t ɹ aɪ m,/ˈɪstraɪm/,True,1
اسٹرائٹ,ɪ s t ɹ aɪ t,/ˈɪstraɪt/,True,1
اسٹرائٹم,ɪ s t ɹ aɪ t m,/ˈɪstraɪtm/,True,1
اسٹرائپ,ɪ s t ɹ a ɪ p,/ˈɪstraɪp/,True,1
اسٹرائپس,ɪ s t ɹ a ɪ p s,/ˈɪstraɪps/,True,1
اسٹرائک,ɪ s t ɹ a ɪ k,/ˈɪstraɪk/,True,1
اسٹرائکس,ɪ s t ɹ a ɪ k s,/ˈɪstraɪks/,True,1
اسٹرائکنین,ɪ s t ɹ a ɪ k n ɪ n,/ˈɪstraɪkɪnən/,True,1
اسٹرائیشنز,ɪ s t ɹ a ɪ ʃ ən z,/ˈɪstraɪʃənz/,True,1
اسٹرائیڈ,ɪ s t ɹ a ɪ d,/ˈɪstraɪd/,True,1
اسٹرائیڈر,ɪ s t ɹ a ɪ d ɚ,/ˈɪstraɪdər/,True,1
اسٹرائیڈز,ɪ s t ɹ a ɪ d z,/ˈɪstraɪdz/,True,1
اسٹرائیک,ɪ s t ɹ a ɪ k,/ˈɪstraɪk/,True,1
اسٹرائیکر,ɪ s t ɹ a ɪ k ɚ,/ˈɪstraɪkər/,True,1
اسٹرائیکس,ɪ s t ɹ a ɪ k s,/ˈɪstraɪks/,True,1
اسٹرائیکنگ,ɪ s t ɹ a ɪ k ɪ ŋ,/ˈɪstraɪkɪŋ/,True,1
اسٹرابل,ɪ s t ɹ a b əl,/ˈɪstrəbəl/,True,1
اسٹرابورگ,ɪ s t ɹ a b ɔː g,/ˈɪstrɑːbɔːg/,True,1
اسٹرابیری,ɪ s t ɹ a b eː ɾ iː,/ˈɪstrəbɛːriː/,True,1
اسٹرابین,ɪ s t ɹ a b iː n,/ˈɪstrabɪn/,True,1
اسٹراس,s t ɹ a s,/stɹæs/,True,1
اسٹراسبرگ,s t ɹ a s b ɚ g,/stɹɑːsˌbɜːg/,True,1
اسٹراسبورگ,s t ɹ a s b ɔː g,/stɹɑːsˌbɔːg/,True,1
اسٹراسهایم,s t ɹ a s h a ɪ m,/stɹɑːsˈhaɪm/,True,1
اسٹرافورڈ,s t ɹ a f ɔː d,/stɹɑːfɔːrd/,True,1
اسٹرانج,s t ɹ ɑː n ʒ,/stɹɑːndʒ/,True,1
اسٹرانڈ,s t ɹ ɑː n d,/stɹɑːnd/,True,1
اسٹرانڈبرگ,s t ɹ ɑː n d b ɚ g,/stɹɑːndbɜːg/,True,1
اسٹرانگ,s t ɹ ɑː ŋ,/stɹɑːŋ/,True,1
اسٹرانگو,s t ɹ ɑː ŋ ɡ u,/stɹɑːŋɡu/,True,1
اسٹرانیم,s t ɹ a ɪ n ɪ m,/stɹaɪnɪm/,True,1
اسٹراوبنگ,s t ɹ a ʊ b ɪ ŋ,/stɹaʊbɪŋ/,True,1
اسٹراوس,s t ɹ a ʊ s,/stɹaʊs/,True,1
اسٹراوسٹرپ,e s t r aː s t ɪ ɾ p,/ˈɛsˌtɾaːʊstɾəp/,True,1
اسٹرايک,e s t ɾ aː j,/ˈɛsˌtɾaːjɪk/,True,1
اسٹراٹ,e s t ɾ aː ʈ,/ˈɛsˌtɾaːt/,True,1
اسٹراٹس,e s t ɾ aː ʈ s,/ˈɛsˌtɾaːts/,True,1
اسٹراٹمن,e s t ɾ aː t m a n,/ˈɛsˌtɾaːt.mən/,True,1
اسٹراٹو,e s t ɾ aː t o,/ˈɛsˌtɾaːto/,True,1
اسٹراٹیجک,e s t ɾ aː t iː d͡ʒ ɪ k,/ˈɛsˌtɾaːt͡ʃɪk/,True,1
اسٹراٹیجی,e s t ɾ aː t iː d͡ʒ iː,/ˈɛsˌtɾaːt͡ʃiː/,True,1
اسٹراپ,e s t ɾ aː p,/ˈɛsˌtɾaːp/,True,1
اسٹراپنگ,e s t ɾ aː p ɪ ŋ,/ˈɛsˌtɾaːpɪŋ/,True,1
اسٹراڈا,e s t ɾ aː d a,/ˈɛsˌtɾaːdə/,True,1
اسٹراڈیول,e s t ɾ aː d j uː l,/ˈɛsˌtɾaːdjuːl/,True,1
اسٹراکر,e s t ɾ aː k e r,/ˈɛsˌtɾaːkər/,True,1
اسٹراکرز,e s t ɾ aː k e r z,/ˈɛsˌtɾaːkərz/,True,1
اسٹراکٹ,e s t ɾ aː k t,/ˈɛsˌtɾaːk t/,True,1
اسٹراکٹیڈ,e s t ɾ aː k t iː d,/ˈɛsˌtɾaːktɪd/,True,1
اسٹراکچائڈ,e s t ɾ aː t t͡ʃ aː i d,/ˈɛsˌtɾaːt t͡ʃaːɪd/,True,1
اسٹراگر,e s t ɾ aː ɡ,/ˈɛsˌtɾaːɡ/,True,1
اسٹراں,e s t ɾ aː n,/ˈɛsˌtɾaːn/,True,1
اسٹراہ,e s t ɾ aː h,/ˈɛsˌtɾaːh/,True,1
اسٹرایڈل,e s t ɾ aː ɪ d ɪ l,/ˈɛsˌtɾaːɪdl/,True,1
اسٹرایکرز,e s t ɾ aː ɪ k ɾ z,/ˈɛsˌtɾaːɪkərz/,True,1
اسٹرجس,e s t ɾ d ʒ ɪ s,/ˈɛsˌtɾədʒɪs/,True,1
اسٹرجل,e s t ɾ ɡ ɪ l,/ˈɛsˌtɾɪɡl/,True,1
اسٹرجن,e s t ɾ d ʒ a n,/ˈɛsˌtɾədʒən/,True,1
اسٹرروک,e s t ɾ uː k,/ˈɛsˌtɾuːk/,True,1
اسٹرز,e s t ɾ z,/ˈɛsˌtɾz/,True,1
اسٹرسوبیلین,e s t ɾ s oː b iː l iː n,/ˈɛsˌtɾsˌoːbɪlɪn/,True,1
اسٹرلنگ,e s t ɾ l ɪ ŋ,/ˈɛsˌtɾlɪŋ/,True,1
اسٹرم,e s t ɾ m,/ˈɛsˌtɾəm/,True,1
اسٹرماریہ,e s t ɾ m aː r iː a,/ˈɛsˌtɾmɑːriːa/,True,1
اسٹرمبیک,e s t ɾ m b iː k,/ˈɛsˌtɾəmbiːk/,True,1
اسٹرن,e s t ɾ ʊ n,/ˈɛsˌtɾʊn/,True,1
اسٹرنج,e s t ɾ ã n ʒ,/ˈɛsˌtɾãnʒ/,True,1
اسٹرنس,e s t ɾ n s,/ˈɛsˌtɾens/,True,1
اسٹرنل,e s t ɾ n l,/ˈɛsˌtɾənl/,True,1
اسٹرنم,e s t ɾ n m,/ˈɛsˌtɾənm/,True,1
اسٹرنک,e s t ɾ n k,/ˈɛsˌtɾənk/,True,1
اسٹرنگ,e s t ɾ ŋ,/ˈɛsˌtɾeŋ/,True,1
اسٹرنگرز,e s t ɾ ŋ ɾ z,/ˈɛsˌtɾeŋkərz/,True,1
اسٹرنگز,e s t ɾ ŋ z,/ˈɛsˌtɾeŋz/,True,1
اسٹرو,e s t ɾ o,/ˈɛsˌtɾo/,True,1
اسٹروئرز,e s t ɾ oː ɾ z,/ˈɛsˌtɾoːərz/,True,1
اسٹروایرز,e s t ɾ oː aː j ɾ z,/ˈɛsˌtɾoːaːjərz/,True,1
اسٹروب,e s t ɾ o b,/ˈɛsˌtɾoʊb/,True,1
اسٹروبر,e s t ɾ oː b e r,/ˈɛsˌtɾoːbər/,True,1
اسٹروبو,e s t ɾ oː b o,/ˈɛsˌtɾoːbo/,True,1
اسٹروبوسکوپ,e s t ɾ o b o s k o p,/ˈɛsˌtɾoːbəskoʊp/,True,1
اسٹروبوسکوپک,e s t ɾ o b o s k o p k,/ˈɛsˌtɾoːbəskoʊpɪk/,True,1
اسٹرورک,e s t ɾ oː ɾ k,/ˈɛsˌtɾoːɾk/,True,1
اسٹروس,e s t ɾ o s,/ˈɛsˌtɾoʊs/,True,1
اسٹروفانٿس,e s t ɾ o f ɑː n θ s,/ˈɛsˌtɾoːfɑːnθs/,True,1
اسٹروفزکس,e s t ɾ o f z k s,/ˈɛsˌtɾoːfzks/,True,1
اسٹروما,e s t ɾ oː m a,/ˈɛsˌtɾoːmɑ/,True,1
اسٹرومال,e s t ɾ oː m ɑː l,/ˈɛsˌtɾoːmɑːl/,True,1
اسٹرومز,e s t ɾ oː m z,/ˈɛsˌtɾoːmz/,True,1
اسٹرونٹیئم,e s t ɾ u n t iː ɑː m,/ˈɛsˌtɾʊntijɑːm/,True,1
اسٹرونٹیم,e s t ɾ u n t iː m,/ˈɛsˌtɾʊntiːm/,True,1
اسٹرونگ,e s t ɾ u ŋ,/ˈɛsˌtɾʊŋ/,True,1
اسٹرونیم,e s t ɾ u n iː m,/ˈɛsˌtɾuːnɪm/,True,1
اسٹروولنگ,e s t ɾ uː l ɪ ŋ,/ˈɛsˌtɾuːlɪŋ/,True,1
اسٹرووم,e s t ɾ uː m,/ˈɛsˌtɾuːm/,True,1
اسٹروپ,e s t ɾ o p,/ˈɛsˌtɾoʊp/,True,1
اسٹروچکن,e s t ɾ o t t͡ʃ k ɪ n,/ˈɛsˌtɾoːt͡ʃkɪn/,True,1
اسٹروڈ,e s t ɾ uː ɖ,/ˈɛsˌtɾuːɖ/,True,1
اسٹروک,s t r oː k,/ˈs tɾoːk/,True,1
اسٹروکس,s t r oː k s,/ˈs tɾoːks/,True,1
اسٹروکن,s t r oː k n,/ˈs tɾoːk n/,True,1
اسٹروکوں,s t r oː k oː n,/ˈs tɾoːkoːn/,True,1
اسٹروں,s t r oː r,/ˈs tɾoːr/,True,1
اسٹروہبینڈ,s t r oː h b eː n d,/ˈs tɾoːhebɪnd/,True,1
اسٹريچ,s t ɾ i t͡ʃ,/ˈstɾət͡ʃ/,True,1
اسٹريڈ,s t ɾ i d,/ˈstɾiːd/,True,1
اسٹريک,s t ɾ ɪ k,/ˈstɾɪk/,True,1
اسٹرَیس,s t ɾ eː s,/ˈstɾeːs/,True,1
اسٹرِلکا,s t ɾ ɪ l k a,/ˈstɾɪlkə/,True,1
اسٹرِم,s t ɾ ɪ m,/ˈstɾɪm/,True,1
اسٹرِپ,s t ɾ ɪ p,/ˈstɾɪp/,True,1
اسٹرِپر,s t ɾ ɪ p ɾ,/ˈstɾɪpɾ/,True,1
اسٹرِپس,s t ɾ ɪ p s,/ˈstɾɪps/,True,1
اسٹرِچ,s t ɾ ɪ t͡ʃ,/ˈstɾɪt͡ʃ/,True,1
اسٹرٹس,s t ɾ ɪ t s,/ˈstɾɪts/,True,1
اسٹرٹم,s t ɾ ɪ t m,/ˈstɾɪtəm/,True,1
اسٹرٹوسفیئر,s t ɾ t oː s f iː ɾ,/ˈstɾtoːsˌfɪːɾ/,True,1
اسٹرٹوسفیری,s t ɾ t oː s f iː ɾ iː,/ˈstɾtoːsˌfɪːɾiː/,True,1
اسٹرٹیجسٹوں,s t ɾ t iː d͡ʒ ɪ s t oː n,/ˈstɾtɪd͡ʒɪst oːn/,True,1
اسٹرٹیجمز,s t ɾ t iː d͡ʒ m z,/ˈstɾtɪd͡ʒmz/,True,1
اسٹرٹیجک,s t ɾ t iː ʒ,/ˈstɾtɪʒ/,True,1
اسٹرپ,s t ɾ p,/ˈstɾp/,True,1
اسٹرپر,s t ɾ p ɾ,/ˈstɾpɾ/,True,1
اسٹرپس,s t ɾ p s,/ˈstɾps/,True,1
اسٹرپنگ,s t ɾ p ɪ ŋ,/ˈstɾpɪŋ/,True,1
اسٹرچ,s t ɾ t͡ʃ,/ˈstɾət͡ʃ/,True,1
اسٹرڈ,s t ɾ d,/ˈstɾəd/,True,1
اسٹرک,s t ɾ k,/ˈstɾək/,True,1
اسٹرکر,s t ɾ k ɾ,/ˈstɾəkɾ/,True,1
اسٹرکوز,s t ɾ k u z,/ˈstɾəkuz/,True,1
اسٹرکٹ,s t ɾ k t,/ˈstɾəkʈ/,True,1
اسٹرکٹچر,s t ɾ k t͡ʃ ɾ,/ˈstɾəkʈ͡ʃər/,True,1
اسٹرکٹیو,s t ɾ k t iː o,/ˈstɾəktiːo/,True,1
اسٹرکچر,s t ɾ k t ʃ u r,/ˈstɾəkʃʊr/,True,1
اسٹرکچرد,s t ɾ k t t͡ʃ ɾ d,/ˈstɾəkʈ͡ʃɾd/,True,1
اسٹرکچرز,s t ɾ k t ʃ ɾ z,/ˈstɾəkʈ͡ʃəz/,True,1
اسٹرکچرل,s t ɾ k t ʃ u ɾ əl,/ˈstɾəkʈ͡ʃəl/,True,1
اسٹرکچرنگ,s t ɾ k t ʃ ɹ ŋ,/ˈstɾəkʃʊɹŋ/,True,1
اسٹرکچرڈ,s t ɾ k t ʃ ɾ ɖ,/ˈstɾəkʃɹd/,True,1
اسٹرکچریلسٹ,s t ɾ k ʃ ɹ i l ɪ s t,/ˈstɾəkʃɹɪlɪst/,True,1
اسٹری,e s t ɾ i,/ˈes tɾi/,True,1
اسٹریئر,e s t ɾ iː ɾ,/ˈes tɾɪːɾ/,True,1
اسٹریئرنگ,e s t ɾ iː ɾ iŋ,/ˈes tɾɪːɾɪŋ/,True,1
اسٹریئل,e s t ɾ iː j aː l,/ˈes tɾiːʝɑːl/,True,1
اسٹریئن,e s t ɾ iː ɑ n,/ˈes tɾiːɑn/,True,1
اسٹریا,e s t ɾ iː a,/ˈes tɾiːa/,True,1
اسٹریاسائٹس,e s t ɾ iː aː s ɑ ɪ t s,/ˈes tɾiːāsɑɪts/,True,1
اسٹریب,s t ɾ iː b,/ˈstɾiːb/,True,1
اسٹریتک,e s t ɾ i t k,/ˈes tɾiːtək/,True,1
اسٹریتھ,e s t ɾ i t͡ʰ,/ˈes tɾiːtʰ/,True,1
اسٹریج,e s t ɾ iː ʒ,/ˈes tɾiːʒ/,True,1
اسٹریریو,e s t ɾ iː r i o,/ˈes tɾiːrijo/,True,1
اسٹریزینیکا,e s t ɾ iː z iː n eː k a,/ˈes tɾiːzinːeka/,True,1
اسٹریس,e s t ɾ i s,/ˈes tɾis/,True,1
اسٹریسانڈ,e s t ɾ i s ɑː n d,/ˈes tɾisɑːnd/,True,1
اسٹریسبرگ,e s t ɾ iː s b ɾ ɡ,/ˈes tɾiːs bɾɡ/,True,1
اسٹریسر,e s t ɾ ɪ s ɾ,/ˈes tɾɪsɾ/,True,1
اسٹریسنڈ,e s t ɾ i s ɑː n d,/ˈes tɾisɑːnd/,True,1
اسٹریسنگ,e s t ɾ i s ŋ,/ˈes tɾisŋ/,True,1
اسٹریسڈ,e s t ɾ ɪ s d,/ˈes tɾɪsd/,True,1
اسٹریسیا,e s t ɾ i s j a,/ˈes tɾisjɑ/,True,1
اسٹریفنگ,s t ɾ i f ɪ ŋ,/ˈstɾɪfɪŋ/,True,1
اسٹریل,e s t ɾ iː l,/ˈes tɾiːl/,True,1
